stratum,chart_id,seed,control_added,treatment_added,control_taps,treatment_taps,control_lns,treatment_lns,control_output_sha256,treatment_output_sha256,control_hard_violations,treatment_hard_violations,treatment_only_violations,control_only_violations,control_geometry_set_differences,treatment_geometry_set_differences,frozen_selected_lane_rejects,control_rng_calls,treatment_rng_calls,control_rng_sha256,treatment_rng_sha256,first_governed_divergence,first_full_state_reconvergence,control_reparse_exact,treatment_reparse_exact,default_reference_exact,treatment_deterministic,g1_evidence_invariant,control_gate_rng_calls,treatment_gate_rng_calls
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,4,950,950,238,238,712,712,147EECF7DD3E9699AAF9A38816F78DCAD9F44AF5D3181C6AA9C795B27CD177E9,147EECF7DD3E9699AAF9A38816F78DCAD9F44AF5D3181C6AA9C795B27CD177E9,0,0,0,0,0,0,0,6346,6346,88A68AD58395562A5665AA7C9CE635B22B684695B2E0D441C3B975A2F1F68F30,88A68AD58395562A5665AA7C9CE635B22B684695B2E0D441C3B975A2F1F68F30,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,5,989,989,266,266,723,723,885F4B71C4BB75BE4500852387501C6B0B28F371DF7DD44FA3457872095FD5DC,885F4B71C4BB75BE4500852387501C6B0B28F371DF7DD44FA3457872095FD5DC,0,0,0,0,0,0,0,6396,6396,CA999EB77DBFCE2DDB2661F643D2F6DF4E6B674B3F6977357BAC5AB2FB364AA8,CA999EB77DBFCE2DDB2661F643D2F6DF4E6B674B3F6977357BAC5AB2FB364AA8,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,6,961,961,267,267,694,694,D7F53535BB2C454AEE673D26968598E743830C59403FBD4F1B5B23F6314918D5,D7F53535BB2C454AEE673D26968598E743830C59403FBD4F1B5B23F6314918D5,0,0,0,0,0,0,0,6339,6339,2508110B7AA0205DF803905A96408FB34B1DCB5DAD120F9B3F2E55E9F006A7F6,2508110B7AA0205DF803905A96408FB34B1DCB5DAD120F9B3F2E55E9F006A7F6,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,7,1006,1006,274,274,732,732,15376D419B46A3BBB013686E3BE183AD56CFD487120E3442DF6F8069C0140DD6,15376D419B46A3BBB013686E3BE183AD56CFD487120E3442DF6F8069C0140DD6,0,0,0,0,0,0,0,6422,6422,EF830A58F8F52AB9163BD106756DB15B965868113BA57121D4A811B856AA24DA,EF830A58F8F52AB9163BD106756DB15B965868113BA57121D4A811B856AA24DA,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,8,988,988,253,253,735,735,DF4B9854A1855EC19D57D03562D011B2088C1C1A67A562935F4577BC4A6C7517,DF4B9854A1855EC19D57D03562D011B2088C1C1A67A562935F4577BC4A6C7517,0,0,0,0,0,0,0,6407,6407,3E21A247686A2726699A3E414E8E678044BD58E2E7E0A5A7D32A04544B086576,3E21A247686A2726699A3E414E8E678044BD58E2E7E0A5A7D32A04544B086576,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,9,966,966,270,270,696,696,EAD3391F6D15E1BF26B4CF380913AAFD709F30509089B671B8CC97CE0505DD17,EAD3391F6D15E1BF26B4CF380913AAFD709F30509089B671B8CC97CE0505DD17,0,0,0,0,0,0,0,6346,6346,C40CFD05310DA9985D0851FFFA5BA22E89D727291AD31E258B4559E215CBD8BD,C40CFD05310DA9985D0851FFFA5BA22E89D727291AD31E258B4559E215CBD8BD,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,10,979,979,259,259,720,720,E110863FA03BA595BC29757DFD181528418BDFF45E68E57BA67ACB23D5E1C051,E110863FA03BA595BC29757DFD181528418BDFF45E68E57BA67ACB23D5E1C051,0,0,0,0,0,0,0,6383,6383,A99B4FBDDCBF6D475CB2594962C3BB06292460165A68F5562BFD8DD17CBFEF84,A99B4FBDDCBF6D475CB2594962C3BB06292460165A68F5562BFD8DD17CBFEF84,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,11,1003,1003,267,267,736,736,8F8ABE8761E2ED9886B8929527C1FC6C675D0D7CD249554714D11A0268E68792,8F8ABE8761E2ED9886B8929527C1FC6C675D0D7CD249554714D11A0268E68792,0,0,0,0,0,0,0,6423,6423,AA774F4010EE20A1EF6156981104AEEDC1838024DA940DD7987D74D7C87133EC,AA774F4010EE20A1EF6156981104AEEDC1838024DA940DD7987D74D7C87133EC,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,12,955,955,247,247,708,708,A7218CFEC4F6C6B2FA2875FE0DC27EE0366AFE9A9FBD7942227A5925685479EB,A7218CFEC4F6C6B2FA2875FE0DC27EE0366AFE9A9FBD7942227A5925685479EB,0,0,0,0,0,0,0,6347,6347,4E6DEE49A425C293597C8E87278AA38710FB5E90C203436527CC05692154BED3,4E6DEE49A425C293597C8E87278AA38710FB5E90C203436527CC05692154BED3,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,13,952,952,254,254,698,698,3E6B39AD9AD22D61ABBA57DEF1422C1F7FCC4C83228CE7DFEECA7D24626DECAC,3E6B39AD9AD22D61ABBA57DEF1422C1F7FCC4C83228CE7DFEECA7D24626DECAC,0,0,0,0,0,0,0,6334,6334,3E96BBC72FD31AB0617DF219B4F946C64F7D45EB74BA0308DC0F839D48E0AD77,3E96BBC72FD31AB0617DF219B4F946C64F7D45EB74BA0308DC0F839D48E0AD77,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,14,983,983,266,266,717,717,B90E11A9B2DC8B7803236711414CCA11FB7CC152F4769E93BD6810517859A5D2,B90E11A9B2DC8B7803236711414CCA11FB7CC152F4769E93BD6810517859A5D2,0,0,0,0,0,0,0,6384,6384,923B3670AA432868A5586824BCD3F7D34DC0ED609724717DB0C9FB99671E10EF,923B3670AA432868A5586824BCD3F7D34DC0ED609724717DB0C9FB99671E10EF,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,15,1005,1005,259,259,746,746,83711C1C27BC58AFA7EAB6BA948DCADBA92DAEEB7F8D5C9FE071F0DC12EB3B18,83711C1C27BC58AFA7EAB6BA948DCADBA92DAEEB7F8D5C9FE071F0DC12EB3B18,0,0,0,0,0,0,0,6435,6435,DAE54D34AFA1F9B4F063CD4BCC3B34EF331C8C840728A50D2B9DC1822156D98C,DAE54D34AFA1F9B4F063CD4BCC3B34EF331C8C840728A50D2B9DC1822156D98C,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,16,1047,1047,275,275,772,772,CC7EAC7E244343A730CCBC0026D2A9E383C3441CB49E947648704F13B1A5EF34,CC7EAC7E244343A730CCBC0026D2A9E383C3441CB49E947648704F13B1A5EF34,0,0,0,0,0,0,0,6503,6503,F84760C1EB574487EB0528D374F6050F1162FE78EB492F9C3EF575F3F92B72CD,F84760C1EB574487EB0528D374F6050F1162FE78EB492F9C3EF575F3F92B72CD,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,17,972,972,252,252,720,720,0CFAEACC478613DAAD21AC76B2141474F44BCCE623C9B6BD320B0694C95D0D6D,0CFAEACC478613DAAD21AC76B2141474F44BCCE623C9B6BD320B0694C95D0D6D,0,0,0,0,0,0,0,6376,6376,7CD9675BE785B8DD5F980D629A8497505C3F1A55B47F663C1B953FC7D42B6F59,7CD9675BE785B8DD5F980D629A8497505C3F1A55B47F663C1B953FC7D42B6F59,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,18,939,939,264,264,675,675,3D0C6EC5F561F782EEE7CD71949354D3637308AC98004DCF1DBED0C5DEC57F8C,3D0C6EC5F561F782EEE7CD71949354D3637308AC98004DCF1DBED0C5DEC57F8C,0,0,0,0,0,0,0,6298,6298,9E49391C539EFE55B39CCBE2EFB37E90E818A78BC2D14A27013B31621942DA27,9E49391C539EFE55B39CCBE2EFB37E90E818A78BC2D14A27013B31621942DA27,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,19,1001,1001,256,256,745,745,E522F4CE7DB4152389F04251F23645992CA98832C8A3C985985561A8074A8A1E,E522F4CE7DB4152389F04251F23645992CA98832C8A3C985985561A8074A8A1E,0,0,0,0,0,0,0,6430,6430,09B74B93F6B5F753D64CF7AED670366E7F3DB6F1467C85B6DBC999733A2004FF,09B74B93F6B5F753D64CF7AED670366E7F3DB6F1467C85B6DBC999733A2004FF,"","",true,true,true,true,true,0,0
primary,E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,20,972,972,269,269,703,703,E361E46F9601275AFC9BB1981C930E1BBFCE89AD3A3163983D3B63C10529957D,E361E46F9601275AFC9BB1981C930E1BBFCE89AD3A3163983D3B63C10529957D,0,0,0,0,0,0,0,6359,6359,B32341A3E0784BCF048A51F7DABC4AE774CB1C5FD6CEFB82913EC0CFFEE11776,B32341A3E0784BCF048A51F7DABC4AE774CB1C5FD6CEFB82913EC0CFFEE11776,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,1,1522,1522,1511,1511,11,11,2542CA8D3911DF5B21116680CD5065555A33B6CE14F1F142FD1B271C79360695,2542CA8D3911DF5B21116680CD5065555A33B6CE14F1F142FD1B271C79360695,0,0,0,0,0,0,0,6116,6116,B48E784EC6B505DF1A31904F42CB80458DEA0A997CD018901DB48D7B4BA9D33C,B48E784EC6B505DF1A31904F42CB80458DEA0A997CD018901DB48D7B4BA9D33C,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,2,1563,1563,1551,1551,12,12,77A223A54B0A7DCCD208F1BE44A06D54EE3987C24701C48572D1A5210DB7F7EB,77A223A54B0A7DCCD208F1BE44A06D54EE3987C24701C48572D1A5210DB7F7EB,0,0,0,0,0,0,0,6158,6158,B4F987A79C1F83DF043E8A57434D1663635D460532701BE2EC7B9A31C37070AB,B4F987A79C1F83DF043E8A57434D1663635D460532701BE2EC7B9A31C37070AB,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,3,1553,1553,1544,1544,9,9,2CCC7F43789A6064ACBB66D8CC726C9AAFA1489D8F284210E174556CF82017C1,2CCC7F43789A6064ACBB66D8CC726C9AAFA1489D8F284210E174556CF82017C1,0,0,0,0,0,0,0,6145,6145,90223C61DAB740A7F9CA06CE944F6D118CE0DF4ED07238FD77971698D723A9C4,90223C61DAB740A7F9CA06CE944F6D118CE0DF4ED07238FD77971698D723A9C4,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,4,1500,1500,1488,1488,12,12,6614D327AA18ADCE006054E82EA1B522EF5341E08D32A16AD0EE1287865F589D,6614D327AA18ADCE006054E82EA1B522EF5341E08D32A16AD0EE1287865F589D,0,0,0,0,0,0,0,6095,6095,2BF042E959EF56F309330CA747966760C21A1833E3EEFCBF0DA4D06CB3DC6B4D,2BF042E959EF56F309330CA747966760C21A1833E3EEFCBF0DA4D06CB3DC6B4D,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,5,1539,1539,1524,1524,15,15,6CD5D3C3995C95B500D14A03FD1E71883A92C0AC842F370C4031EF6BA6E092B6,6CD5D3C3995C95B500D14A03FD1E71883A92C0AC842F370C4031EF6BA6E092B6,0,0,0,0,0,0,0,6137,6137,EA0CCC0D602EF187C95822AF6C6A4480D82BD255F75D3C0D53AF06BFB7A96EC6,EA0CCC0D602EF187C95822AF6C6A4480D82BD255F75D3C0D53AF06BFB7A96EC6,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,6,1527,1527,1519,1519,8,8,4DF006922893822CB478CA233C0AE8304D5265C6DA6E915CADBCD412B5ADE667,4DF006922893822CB478CA233C0AE8304D5265C6DA6E915CADBCD412B5ADE667,0,0,0,0,0,0,0,6118,6118,28ABFEE35EFD633BD5A1F8A334DD1FC89B62E806E7B89E758D9CBC57FC8C6C1B,28ABFEE35EFD633BD5A1F8A334DD1FC89B62E806E7B89E758D9CBC57FC8C6C1B,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,7,1563,1563,1551,1551,12,12,E62D65520AFD5274695FBB3D9BB8A6DC106FE0D13792524A179CB363FF2B0A86,E62D65520AFD5274695FBB3D9BB8A6DC106FE0D13792524A179CB363FF2B0A86,0,0,0,0,0,0,0,6158,6158,9B98D3B5AA35C14A3A82C563594E003F485E0EF31DEEB5EB627109F9DE33E98A,9B98D3B5AA35C14A3A82C563594E003F485E0EF31DEEB5EB627109F9DE33E98A,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,8,1561,1561,1552,1552,9,9,33377E6459247B4FC28EAA07618149074434DAC4D9B2B7E0AB5667EAADD2A26A,33377E6459247B4FC28EAA07618149074434DAC4D9B2B7E0AB5667EAADD2A26A,0,0,0,0,0,0,0,6153,6153,B23426B4241963297628F5F0F9CEEED677B0191A3C4107C5DE15C60563397182,B23426B4241963297628F5F0F9CEEED677B0191A3C4107C5DE15C60563397182,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,9,1569,1569,1555,1555,14,14,67DABEE704D0180E5718F22042A0E83B3AF50FFA12CE430D87C7224231CD8205,67DABEE704D0180E5718F22042A0E83B3AF50FFA12CE430D87C7224231CD8205,0,0,0,0,0,0,0,6166,6166,703BAC5C02ABA90F46DC1440F4034754932CC9EACB28CE0B105C9A9B48768552,703BAC5C02ABA90F46DC1440F4034754932CC9EACB28CE0B105C9A9B48768552,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,10,1545,1545,1532,1532,13,13,F6233B9585028E2E4ABD222F4E5C97C1BC5F3BA0375E5215216015898B645AD8,F6233B9585028E2E4ABD222F4E5C97C1BC5F3BA0375E5215216015898B645AD8,0,0,0,0,0,0,0,6141,6141,F4125BBE3D167A0834732C62CDBF9B481A5A68AC2620F8B7A6F99EAF74701DE8,F4125BBE3D167A0834732C62CDBF9B481A5A68AC2620F8B7A6F99EAF74701DE8,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,11,1514,1514,1504,1504,10,10,5AFB248C42D01D4281ABA84984F76C4830F2566A2429883B0F89CB5335B1B23F,5AFB248C42D01D4281ABA84984F76C4830F2566A2429883B0F89CB5335B1B23F,0,0,0,0,0,0,0,6107,6107,9D9BE86277B4A68260B506C8072CF1ECBBF4EA5C661D688572788C684BDAC3D9,9D9BE86277B4A68260B506C8072CF1ECBBF4EA5C661D688572788C684BDAC3D9,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,12,1516,1516,1503,1503,13,13,C0835C68F37FA2F1245D2FA1D2DA75387EC0E5A51F10FAE6D250F073D8EDA2E5,C0835C68F37FA2F1245D2FA1D2DA75387EC0E5A51F10FAE6D250F073D8EDA2E5,0,0,0,0,0,0,0,6112,6112,C1F80E34054935B11189FF8D58A2F88DE383DDBF0987BB16D24ACE7632609C7B,C1F80E34054935B11189FF8D58A2F88DE383DDBF0987BB16D24ACE7632609C7B,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,13,1496,1496,1485,1485,11,11,4A94179A0B5EE31A94B4571CCFE9DA1E64E2EAA3A0744B62FB210127C4581075,4A94179A0B5EE31A94B4571CCFE9DA1E64E2EAA3A0744B62FB210127C4581075,0,0,0,0,0,0,0,6090,6090,F807424D6BB0BBBE6690D2287563AFD273D6868C850427C8F76811F74CA3E82E,F807424D6BB0BBBE6690D2287563AFD273D6868C850427C8F76811F74CA3E82E,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,14,1520,1520,1508,1508,12,12,4D3F85B1E3A557931D09A7B71D38607BA7DDE293EA7A63631CD036095C32BC4F,4D3F85B1E3A557931D09A7B71D38607BA7DDE293EA7A63631CD036095C32BC4F,0,0,0,0,0,0,0,6115,6115,1046293FF990CA131B5613D15CC620D5D80937F86DF2CBE3F483D49B00707339,1046293FF990CA131B5613D15CC620D5D80937F86DF2CBE3F483D49B00707339,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,15,1576,1576,1567,1567,9,9,40D1AC823CAAD56602BB3AFAD8E247EFCC26E451A8325D483D0DCC4519FC3911,40D1AC823CAAD56602BB3AFAD8E247EFCC26E451A8325D483D0DCC4519FC3911,0,0,0,0,0,0,0,6168,6168,D1675CC68D3DDE444F7D595AD32BB9BE8B6A2596001FE4EF173D27A40DEE9AA9,D1675CC68D3DDE444F7D595AD32BB9BE8B6A2596001FE4EF173D27A40DEE9AA9,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,16,1598,1598,1589,1589,9,9,570DA8392B9A2CA89090AD69B9E3708F233482B002485646E8E6D069BFF04136,570DA8392B9A2CA89090AD69B9E3708F233482B002485646E8E6D069BFF04136,0,0,0,0,0,0,0,6190,6190,C0ACD4956C7E02AA2BC0CD1F8A57A8DCF08794D4D92C957CBADBE84E7FB8A1FB,C0ACD4956C7E02AA2BC0CD1F8A57A8DCF08794D4D92C957CBADBE84E7FB8A1FB,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,17,1545,1545,1536,1536,9,9,336FE3EDA82B5B48D24D5ABB6C33454895A0EA0C600C65BF89110A3C961225F9,336FE3EDA82B5B48D24D5ABB6C33454895A0EA0C600C65BF89110A3C961225F9,0,0,0,0,0,0,0,6137,6137,AD1CB3DD58AE065ACF808674755104B58DC4E805F285F470016A60DEC7EA588B,AD1CB3DD58AE065ACF808674755104B58DC4E805F285F470016A60DEC7EA588B,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,18,1475,1475,1465,1465,10,10,FF14C92C45D6346B661BC3002396F365B940D50A518B5F42998FE36356366C58,FF14C92C45D6346B661BC3002396F365B940D50A518B5F42998FE36356366C58,0,0,0,0,0,0,0,6068,6068,EACCE023229ABFC018CA9AC2CD315ABA8916A66306662CFBEBD53A953F4F3432,EACCE023229ABFC018CA9AC2CD315ABA8916A66306662CFBEBD53A953F4F3432,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,19,1522,1522,1507,1507,15,15,43521900886099360A7976100D1CF55A884E86921F738693394EDE9C4313056A,43521900886099360A7976100D1CF55A884E86921F738693394EDE9C4313056A,0,0,0,0,0,0,0,6120,6120,240313FAF3100A7C4E6E7E0DB9E2ADB0EB763A1BF1B56ECC934C5DC38D650BCE,240313FAF3100A7C4E6E7E0DB9E2ADB0EB763A1BF1B56ECC934C5DC38D650BCE,"","",true,true,true,true,true,0,0
primary,F0E7AD21B536EC13F9EE2F8C09913100A35BA2DFE1338C86F78452AA4391BE7E,20,1503,1503,1495,1495,8,8,D54703E6BC721C111FCA0A183E57C4CCDC7DBABC47BE35C1AB88C4EE6C1F8382,D54703E6BC721C111FCA0A183E57C4CCDC7DBABC47BE35C1AB88C4EE6C1F8382,0,0,0,0,0,0,0,6094,6094,70FCBDD9ACAECA68E4E9B124F0C1274F3E5377C3298F6BC1A45902618382D564,70FCBDD9ACAECA68E4E9B124F0C1274F3E5377C3298F6BC1A45902618382D564,"","",true,true,true,true,true,0,0
secondary-g1-compatibility,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,9,1024,1024,793,793,231,231,196CDEB041AE2A079BE19561565D2A26B6A0F1AE3BAE59B3386933DFA1A6058F,11EFB9FECE993AAEE067011F9B86357B9FEB1453CD0ADC62B84B6F17C71AE8F8,2,0,0,2,9,10,2,6801,6801,B8D00F1D423E43976F56B7AD64C6A34AD42EAE675EFD555EF1BC0D537B6AB82E,7E78F2AAF985C4AE0210CB047663EE1352B1F1663E4345470B052F5E866CF069,"OP-00000154-BaseHead-S154-T16336-ANA","OP-00000155-BaseHead-S155-T16336-ANA",true,true,true,true,true,0,0
secondary-g1-compatibility,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,11,1020,1016,788,780,232,236,EE2E046B086EBA6A542B287B891C354DB3FA92CB8CFA28B681A656B519C5CF46,A6D697A0537F0A52410B6989CDCB39FE044E42D57562F8C290D27E5556E76E2F,4,0,0,4,6,6,4,6780,6780,91D915BAFEB5D98DF6589AF880CBC603504514EDA3297B8A6D65FD0256B24831,AF672BB686021FD01EB3B06D81F596CF9CDA97BEF6D355EECF362C71DD1C0447,"OP-00000659-BaseHead-S659-T51279-ANA","OP-00000662-BaseHead-S662-T51450-ANA",true,true,true,true,true,0,0
secondary-g1-compatibility,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,17,991,990,774,772,217,218,A7FA21894AC4580EF154C4EB57EF5B76D3449976E19314FC36205089C4956C13,EFE68358654254FFE2EC65FDBFBE30473665ECE00ED61256D71062E9C0F13FA8,6,0,0,6,8,8,6,6736,6736,E8C195638B81D1115294366FEC8B1FB15A613594EF74BEFBFA010547E9BDE3AC,F20D702525E7DB29A1AC87319507B96F9DBEB5BFDC32EBA1ACB9B5C1CFD96EA4,"OP-00000247-BaseHead-S247-T22814-ANA","OP-00000249-BaseHead-S249-T22984-ANA",true,true,true,true,true,0,0
secondary-g1-compatibility,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,11,2887,2887,2208,2208,679,679,1B4DE3A698CD698AAD0CAE77806AFFFDDF34E4638625D2311BDAE3BBD64D8DBF,9C153953B3071E48177D69659B816E4EC6B19AF8CBFFBE21E08F9B3956171B73,3,0,0,3,13,13,3,13766,13766,D32006C6E33E97115E1EE295AB8D2BFBF97C4CF7C48AAFF7E07E92B121834E66,E2729ACE4161F300714B241F6E02BB2EBDDEFA8D0D8F1C967E8A45A4E92C21EC,"OP-00000055-BaseHead-S55-T6926-ANA","",true,true,true,true,true,0,0
